service_id,date,exception_type
1614-10-0430012025-LEM#PQB,20250108,2
1614-10-0430122024-LEM#PQB,20241203,2
1614-10-0430122024-LEM#PQB,20241204,2
1614-10-0430122024-LEM#PQB,20241210,2
1614-10-0430122024-LEM#PQB,20241211,2
1614-10-0430122024-LEM#PQB,20241217,2
1614-10-0430122024-LEM#PQB,20241218,2
1614-11-2100082024-PDS#LEM,20240810,2
1614-11-2100102024-PQB#LEM,20241008,2
1614-11-2100102024-PQB#LEM,20241009,2
1614-11-2100102024-PQB#LEM,20241015,2
1614-11-2100102024-PQB#LEM,20241016,2
1614-11-2200012025-PQB#LEM,20250108,2
1614-11-2200122024-PQB#LEM,20241203,2
1614-11-2200122024-PQB#LEM,20241204,2
1614-11-2200122024-PQB#LEM,20241210,2
1614-11-2200122024-PQB#LEM,20241211,2
1614-11-2200122024-PQB#LEM,20241217,2
1614-11-2200122024-PQB#LEM,20241218,2
1614-5-1015082024-NAN#PDS,20240810,2
1614-5-1015102024-NAN#PQB,20241005,2
1614-5-1015102024-NAN#PQB,20241012,2
1614-5-1115012025-NAN#PQB,20250111,2
1614-5-1115112024-NAN#PQB,20241104,2
1614-5-1115112024-NAN#PQB,20241116,2
1614-5-1115112024-NAN#PQB,20241118,2
1614-5-1115112024-NAN#PQB,20241123,2
1614-5-1115112024-NAN#PQB,20241125,2
1614-5-1115122024-NAN#PQB,20241207,2
1614-5-1115122024-NAN#PQB,20241214,2
1614-6-1645102024-PQB#NAN,20241005,2
1614-6-1645102024-PQB#NAN,20241012,2
1614-6-1705082024-PDS#NAN,20240810,2
1614-6-1745012025-PQB#NAN,20250111,2
1614-6-1745112024-PQB#NAN,20241104,2
1614-6-1745112024-PQB#NAN,20241116,2
1614-6-1745112024-PQB#NAN,20241118,2
1614-6-1745112024-PQB#NAN,20241123,2
1614-6-1745112024-PQB#NAN,20241125,2
1614-6-1745122024-PQB#NAN,20241207,2
1614-6-1745122024-PQB#NAN,20241214,2
1614-7-1430082024-NAN#PDS,20240810,2
1614-7-1430102024-NAN#PQB,20241008,2
1614-7-1430102024-NAN#PQB,20241009,2
1614-7-1430102024-NAN#PQB,20241015,2
1614-7-1430102024-NAN#PQB,20241016,2
1614-7-1530012025-NAN#PQB,20250108,2
1614-7-1530122024-NAN#PQB,20241203,2
1614-7-1530122024-NAN#PQB,20241204,2
1614-7-1530122024-NAN#PQB,20241210,2
1614-7-1530122024-NAN#PQB,20241211,2
1614-7-1530122024-NAN#PQB,20241217,2
1614-7-1530122024-NAN#PQB,20241218,2
1614-8-0745102024-PQB#NAN,20241008,2
1614-8-0745102024-PQB#NAN,20241009,2
1614-8-0745102024-PQB#NAN,20241015,2
1614-8-0745102024-PQB#NAN,20241016,2
1614-8-0845012025-PQB#NAN,20250108,2
1614-8-0845122024-PQB#NAN,20241203,2
1614-8-0845122024-PQB#NAN,20241204,2
1614-8-0845122024-PQB#NAN,20241210,2
1614-8-0845122024-PQB#NAN,20241211,2
1614-8-0845122024-PQB#NAN,20241217,2
1614-8-0845122024-PQB#NAN,20241218,2
1616-1-0815102024-LYO#LAU,20241008,2
1616-1-0815102024-LYO#LAU,20241009,2
1616-1-0815102024-LYO#LAU,20241010,2
1616-1-0815102024-LYO#LAU,20241015,2
1616-1-0815102024-LYO#LAU,20241016,2
1616-1-0815102024-LYO#LAU,20241017,2
1616-1-0915012025-LYO#LAU,20250108,2
1616-1-0915012025-LYO#LAU,20250109,2
1616-1-0915122024-LYO#LAU,20241203,2
1616-1-0915122024-LYO#LAU,20241204,2
1616-1-0915122024-LYO#LAU,20241205,2
1616-1-0915122024-LYO#LAU,20241210,2
1616-1-0915122024-LYO#LAU,20241211,2
1616-1-0915122024-LYO#LAU,20241212,2
1616-1-0915122024-LYO#LAU,20241217,2
1616-1-0915122024-LYO#LAU,20241218,2
1616-1-0915122024-LYO#LAU,20241219,2
1616-2-1315102024-LAU#LYO,20241008,2
1616-2-1315102024-LAU#LYO,20241009,2
1616-2-1315102024-LAU#LYO,20241010,2
1616-2-1315102024-LAU#LYO,20241015,2
1616-2-1315102024-LAU#LYO,20241016,2
1616-2-1315102024-LAU#LYO,20241017,2
1616-2-1415012025-LAU#LYO,20250108,2
1616-2-1415012025-LAU#LYO,20250109,2
1616-2-1415122024-LAU#LYO,20241203,2
1616-2-1415122024-LAU#LYO,20241204,2
1616-2-1415122024-LAU#LYO,20241205,2
1616-2-1415122024-LAU#LYO,20241210,2
1616-2-1415122024-LAU#LYO,20241211,2
1616-2-1415122024-LAU#LYO,20241212,2
1616-2-1415122024-LAU#LYO,20241217,2
1616-2-1415122024-LAU#LYO,20241218,2
1616-2-1415122024-LAU#LYO,20241219,2
1619-5-0900112024-PQB#VLC,20241119,2
1619-5-0900112024-PQB#VLC,20241126,2
1619-8-1140112024-VLC#PQB,20241118,2
1619-8-1140112024-VLC#PQB,20241125,2
1621-1-0630112024-NAN#BAC,20241105,2
1621-1-0630112024-NAN#BAC,20241119,2
1621-1-0630112024-NAN#BAC,20241126,2
1621-1-0630122024-NAN#BAC,20241203,2
1621-1-0630122024-NAN#BAC,20241204,2
1621-1-0630122024-NAN#BAC,20241210,2
1621-1-0630122024-NAN#BAC,20241211,2
1621-2-0540112024-BAC#NAN,20241104,2
1621-2-0540112024-BAC#NAN,20241118,2
1621-2-0540112024-BAC#NAN,20241125,2
1621-2-0540122024-BAC#NAN,20241202,2
1621-2-0540122024-BAC#NAN,20241203,2
1621-2-0540122024-BAC#NAN,20241209,2
1621-2-0540122024-BAC#NAN,20241210,2
1624-1-0820102024-ANN#NAN,20241009,2
1624-1-0820102024-ANN#NAN,20241016,2
1624-1-0920012025-ANN#NAN,20250108,2
1624-1-0920122024-ANN#NAN,20241204,2
1624-1-0920122024-ANN#NAN,20241211,2
1624-2-0800102024-NAN#ANN,20241010,2
1624-2-0800102024-NAN#ANN,20241017,2
1624-2-0900012025-NAN#ANN,20250109,2
1624-2-0900122024-NAN#ANN,20241205,2
1624-2-0900122024-NAN#ANN,20241212,2
1624-4-1555102024-CLF#ANN,20241009,2
1624-4-1555102024-CLF#ANN,20241016,2
1624-4-1655012025-CLF#ANN,20250102,2
1624-4-1655012025-CLF#ANN,20250108,2
1624-4-1655122024-CLF#ANN,20241211,2
1624-4-1655122024-CLF#ANN,20241219,2
1627-1-0730082024-CLF#TOY,20240816,2
1627-1-0730082024-CLF#TOY,20240830,2
1627-1-0730092024-CLF#TOY,20240912,2
1627-1-0730102024-CLF#TOY,20241009,2
1627-1-0730102024-CLF#TOY,20241016,2
1627-1-0830112024-CLF#TOY,20241103,2
1627-1-0830112024-CLF#TOY,20241117,2
1627-1-0830112024-CLF#TOY,20241124,2
1627-1-0830122024-CLF#TOY,20241210,2
1627-1-0830122024-CLF#TOY,20241211,2
1627-1-0830122024-CLF#TOY,20241217,2
1627-1-0830122024-CLF#TOY,20241218,2
1627-2-0610082024-TOY#CLF,20240817,2
1627-2-0610092024-TOY#CLF,20240913,2
1627-2-0610102024-TOY#CLF,20241010,2
1627-2-0610102024-TOY#CLF,20241017,2
1627-2-0710112024-TOY#CLF,20241104,2
1627-2-0710112024-TOY#CLF,20241118,2
1627-2-0710112024-TOY#CLF,20241125,2
1627-2-0710122024-TOY#CLF,20241204,2
1627-2-0710122024-TOY#CLF,20241205,2
1627-2-0710122024-TOY#CLF,20241211,2
1627-2-0710122024-TOY#CLF,20241212,2
1627-2-0710122024-TOY#CLF,20241218,2
1627-2-0710122024-TOY#CLF,20241219,2
1628-1-1345102024-MTP#TLN,20241007,2
1628-1-1345102024-MTP#TLN,20241008,2
1628-1-1345102024-MTP#TLN,20241009,2
1628-1-1345102024-MTP#TLN,20241010,2
1628-1-1345102024-MTP#TLN,20241014,2
1628-1-1345102024-MTP#TLN,20241015,2
1628-1-1345102024-MTP#TLN,20241016,2
1628-1-1345102024-MTP#TLN,20241017,2
1628-1-1445012025-MTP#TLN,20250108,2
1628-1-1445012025-MTP#TLN,20250109,2
1628-1-1445112024-MTP#TLN,20241104,2
1628-1-1445112024-MTP#TLN,20241118,2
1628-1-1445112024-MTP#TLN,20241125,2
1628-1-1445122024-MTP#TLN,20241202,2
1628-1-1445122024-MTP#TLN,20241203,2
1628-1-1445122024-MTP#TLN,20241204,2
1628-1-1445122024-MTP#TLN,20241205,2
1628-1-1445122024-MTP#TLN,20241209,2
1628-1-1445122024-MTP#TLN,20241210,2
1628-1-1445122024-MTP#TLN,20241211,2
1628-1-1445122024-MTP#TLN,20241212,2
1628-1-1445122024-MTP#TLN,20241216,2
1628-1-1445122024-MTP#TLN,20241217,2
1628-1-1445122024-MTP#TLN,20241218,2
1628-1-1445122024-MTP#TLN,20241219,2
1628-2-0755102024-TLN#MTP,20241007,2
1628-2-0755102024-TLN#MTP,20241008,2
1628-2-0755102024-TLN#MTP,20241009,2
1628-2-0755102024-TLN#MTP,20241010,2
1628-2-0755102024-TLN#MTP,20241014,2
1628-2-0755102024-TLN#MTP,20241015,2
1628-2-0755102024-TLN#MTP,20241016,2
1628-2-0755102024-TLN#MTP,20241017,2
1628-2-0855012025-TLN#MTP,20250108,2
1628-2-0855012025-TLN#MTP,20250109,2
1628-2-0855112024-TLN#MTP,20241104,2
1628-2-0855112024-TLN#MTP,20241118,2
1628-2-0855112024-TLN#MTP,20241125,2
1628-2-0855122024-TLN#MTP,20241202,2
1628-2-0855122024-TLN#MTP,20241203,2
1628-2-0855122024-TLN#MTP,20241204,2
1628-2-0855122024-TLN#MTP,20241205,2
1628-2-0855122024-TLN#MTP,20241209,2
1628-2-0855122024-TLN#MTP,20241210,2
1628-2-0855122024-TLN#MTP,20241211,2
1628-2-0855122024-TLN#MTP,20241212,2
1628-2-0855122024-TLN#MTP,20241216,2
1628-2-0855122024-TLN#MTP,20241217,2
1628-2-0855122024-TLN#MTP,20241218,2
1628-2-0855122024-TLN#MTP,20241219,2
163-1-0245122024-M#MM,20241225,2
163-13-1030122024-M#FUS,20241225,2
163-13-1030122024-M#FUS,20241226,2
163-14-1435122024-FUS#M,20241225,2
163-14-1435122024-FUS#M,20241226,2
163-15-1200122024-M#FUS,20241224,2
163-15-1200122024-M#FUS,20241225,2
163-15-1200122024-M#FUS,20241226,2
163-16-1610122024-FUS#M,20241224,2
163-16-1610122024-FUS#M,20241225,2
163-16-1610122024-FUS#M,20241226,2
163-2-0710122024-MM#M,20241225,2
163-5-0720122024-M#FUS,20241224,2
163-5-0720122024-M#FUS,20241225,2
163-5-0720122024-M#FUS,20241226,2
163-6-1110122024-FUS#M,20241224,2
163-6-1110122024-FUS#M,20241225,2
163-6-1110122024-FUS#M,20241226,2
1631-1-1330102024-BAC#BDX,20241007,2
1631-1-1330102024-BAC#BDX,20241008,2
1631-1-1330102024-BAC#BDX,20241009,2
1631-1-1330102024-BAC#BDX,20241014,2
1631-1-1330102024-BAC#BDX,20241015,2
1631-1-1330102024-BAC#BDX,20241016,2
1631-1-1430012025-BAC#BDX,20250108,2
1631-1-1430112024-BAC#BDX,20241104,2
1631-1-1430112024-BAC#BDX,20241118,2
1631-1-1430112024-BAC#BDX,20241125,2
1631-1-1430122024-BAC#BDX,20241202,2
1631-1-1430122024-BAC#BDX,20241203,2
1631-1-1430122024-BAC#BDX,20241204,2
1631-1-1430122024-BAC#BDX,20241209,2
1631-1-1430122024-BAC#BDX,20241210,2
1631-1-1430122024-BAC#BDX,20241211,2
1631-1-1430122024-BAC#BDX,20241216,2
1631-1-1430122024-BAC#BDX,20241217,2
1631-1-1430122024-BAC#BDX,20241218,2
1631-2-1405102024-BDX#BAC,20241008,2
1631-2-1405102024-BDX#BAC,20241009,2
1631-2-1405102024-BDX#BAC,20241010,2
1631-2-1405102024-BDX#BAC,20241015,2
1631-2-1405102024-BDX#BAC,20241016,2
1631-2-1405102024-BDX#BAC,20241017,2
1631-2-1505012025-BDX#BAC,20250108,2
1631-2-1505012025-BDX#BAC,20250109,2
1631-2-1505112024-BDX#BAC,20241105,2
1631-2-1505112024-BDX#BAC,20241119,2
1631-2-1505112024-BDX#BAC,20241126,2
1631-2-1505122024-BDX#BAC,20241203,2
1631-2-1505122024-BDX#BAC,20241204,2
1631-2-1505122024-BDX#BAC,20241205,2
1631-2-1505122024-BDX#BAC,20241210,2
1631-2-1505122024-BDX#BAC,20241211,2
1631-2-1505122024-BDX#BAC,20241212,2
1631-2-1505122024-BDX#BAC,20241217,2
1631-2-1505122024-BDX#BAC,20241218,2
1631-2-1505122024-BDX#BAC,20241219,2
1633-1-0950082024-TRS#PDS,20240810,2
1633-1-0950102024-TRS#PQB,20241007,2
1633-1-0950102024-TRS#PQB,20241010,2
1633-1-0950102024-TRS#PQB,20241014,2
1633-1-0950102024-TRS#PQB,20241017,2
1633-1-1050012025-TRS#PQB,20250108,2
1633-1-1050012025-TRS#PQB,20250109,2
1633-1-1050112024-TRS#PQB,20241104,2
1633-1-1050112024-TRS#PQB,20241107,2
1633-1-1050112024-TRS#PQB,20241118,2
1633-1-1050112024-TRS#PQB,20241121,2
1633-1-1050112024-TRS#PQB,20241125,2
1633-1-1050112024-TRS#PQB,20241128,2
1633-1-1050122024-TRS#PQB,20241202,2
1633-1-1050122024-TRS#PQB,20241204,2
1633-1-1050122024-TRS#PQB,20241205,2
1633-1-1050122024-TRS#PQB,20241209,2
1633-1-1050122024-TRS#PQB,20241211,2
1633-1-1050122024-TRS#PQB,20241212,2
1633-1-1050122024-TRS#PQB,20241216,2
1633-1-1050122024-TRS#PQB,20241218,2
1633-1-1050122024-TRS#PQB,20241219,2
1633-2-1425082024-PDS#TRS,20240810,2
1633-2-1425102024-PQB#TRS,20241007,2
1633-2-1425102024-PQB#TRS,20241010,2
1633-2-1425102024-PQB#TRS,20241014,2
1633-2-1425102024-PQB#TRS,20241017,2
1633-2-1525012025-PQB#TRS,20250108,2
1633-2-1525012025-PQB#TRS,20250109,2
1633-2-1525112024-PQB#TRS,20241104,2
1633-2-1525112024-PQB#TRS,20241107,2
1633-2-1525112024-PQB#TRS,20241118,2
1633-2-1525112024-PQB#TRS,20241121,2
1633-2-1525112024-PQB#TRS,20241125,2
1633-2-1525112024-PQB#TRS,20241128,2
1633-2-1525122024-PQB#TRS,20241202,2
1633-2-1525122024-PQB#TRS,20241204,2
1633-2-1525122024-PQB#TRS,20241205,2
1633-2-1525122024-PQB#TRS,20241209,2
1633-2-1525122024-PQB#TRS,20241211,2
1633-2-1525122024-PQB#TRS,20241212,2
1633-2-1525122024-PQB#TRS,20241216,2
1633-2-1525122024-PQB#TRS,20241218,2
1633-2-1525122024-PQB#TRS,20241219,2
1642-102-1610102024-RAC#PQB,20241002,2
1642-102-1610102024-RAC#PQB,20241009,2
1642-102-1610102024-RAC#PQB,20241016,2
1642-102-1710012025-RAC#PQB,20250108,2
1642-102-1710122024-RAC#PQB,20241204,2
1642-102-1710122024-RAC#PQB,20241211,2
1642-102-1710122024-RAC#PQB,20241218,2
1642-102-1715082024-RAC#PQB,20240822,2
1642-102-1715082024-RAC#PQB,20240829,2
1642-141-0840082024-PDS#RAC,20240822,2
1642-141-0840102024-PDS#RAC,20241009,2
1642-141-0840102024-PDS#RAC,20241016,2
1642-141-0940012025-PDS#RAC,20250108,2
1642-141-0940112024-PDS#RAC,20241104,2
1642-141-0940112024-PDS#RAC,20241108,2
1642-141-0940112024-PDS#RAC,20241115,2
1642-141-0940112024-PDS#RAC,20241118,2
1642-141-0940112024-PDS#RAC,20241122,2
1642-141-0940122024-PDS#RAC,20241204,2
1642-141-0940122024-PDS#RAC,20241211,2
1642-141-0940122024-PDS#RAC,20241218,2
1642-142-1100102024-RAC#PDS,20241009,2
1642-142-1100102024-RAC#PDS,20241016,2
1642-142-1200012025-RAC#PDS,20250108,2
1642-142-1200082024-RAC#PDS,20240822,2
1642-142-1200082024-RAC#PDS,20240829,2
1642-142-1200112024-RAC#PDS,20241104,2
1642-142-1200112024-RAC#PDS,20241118,2
1642-142-1200112024-RAC#PDS,20241125,2
1642-142-1200122024-RAC#PDS,20241204,2
1642-142-1200122024-RAC#PDS,20241211,2
1642-142-1200122024-RAC#PDS,20241218,2
1642-143-1400102024-PDS#RAC,20241009,2
1642-143-1400102024-PDS#RAC,20241016,2
1642-143-1415082024-PDS#RAC,20240822,2
1642-143-1415082024-PDS#RAC,20240829,2
1642-143-1500012025-PDS#RAC,20250108,2
1642-143-1500112024-PDS#RAC,20241104,2
1642-143-1500112024-PDS#RAC,20241118,2
1642-143-1500112024-PDS#RAC,20241125,2
1642-143-1500122024-PDS#RAC,20241204,2
1642-143-1500122024-PDS#RAC,20241211,2
1642-143-1500122024-PDS#RAC,20241218,2
1642-2-1630082024-RAC#PQB,20240815,2
1642-41-0840082024-PLD#RAC,20240815,2
1642-41-0940112024-PLD#RAC,20241111,2
1642-42-1100082024-RAC#PLD,20240815,2
1642-42-1200112024-RAC#PLD,20241111,2
1642-43-1345082024-PLD#RAC,20240815,2
1642-43-1500112024-PLD#RAC,20241111,2
1645-5-1130102024-TRS#PQB,20241010,2
1645-5-1130102024-TRS#PQB,20241017,2
1645-5-1230012025-TRS#PQB,20250108,2
1645-5-1230012025-TRS#PQB,20250109,2
1645-5-1230112024-TRS#PQB,20241104,2
1645-5-1230112024-TRS#PQB,20241118,2
1645-5-1230112024-TRS#PQB,20241125,2
1645-5-1230122024-TRS#PQB,20241204,2
1645-5-1230122024-TRS#PQB,20241205,2
1645-5-1230122024-TRS#PQB,20241211,2
1645-5-1230122024-TRS#PQB,20241212,2
1645-5-1230122024-TRS#PQB,20241218,2
1645-5-1230122024-TRS#PQB,20241219,2
1645-8-0700102024-PQB#TRS,20241010,2
1645-8-0700102024-PQB#TRS,20241017,2
1645-8-0800012025-PQB#TRS,20250108,2
1645-8-0800012025-PQB#TRS,20250109,2
1645-8-0800112024-PQB#TRS,20241104,2
1645-8-0800112024-PQB#TRS,20241118,2
1645-8-0800112024-PQB#TRS,20241125,2
1645-8-0800122024-PQB#TRS,20241204,2
1645-8-0800122024-PQB#TRS,20241205,2
1645-8-0800122024-PQB#TRS,20241211,2
1645-8-0800122024-PQB#TRS,20241212,2
1645-8-0800122024-PQB#TRS,20241218,2
1645-8-0800122024-PQB#TRS,20241219,2
167-11-1030012025-WIG#H,20250109,2
167-12-0700102024-L#PRA,20241009,2
167-12-0700102024-L#PRA,20241016,2
167-12-0700102024-L#PRA,20241023,2
167-12-0800122024-L#PRA,20241203,2
167-12-0800122024-L#PRA,20241204,2
167-12-0800122024-L#PRA,20241210,2
167-12-0800122024-L#PRA,20241211,2
167-12-0800122024-L#PRA,20241217,2
167-12-0800122024-L#PRA,20241218,2
167-14-0545012025-H#WIG,20250108,2
167-9-1240102024-PRA#L,20241009,2
167-9-1240102024-PRA#L,20241016,2
167-9-1240102024-PRA#L,20241023,2
167-9-1340122024-PRA#L,20241203,2
167-9-1340122024-PRA#L,20241204,2
167-9-1340122024-PRA#L,20241210,2
167-9-1340122024-PRA#L,20241211,2
167-9-1340122024-PRA#L,20241217,2
167-9-1340122024-PRA#L,20241218,2
1687-2-0650092024-SXP#CLF,20240908,2
1687-2-0650092024-SXP#CLF,20240915,2
1687-2-0650092024-SXP#CLF,20240922,2
1687-2-0650102024-SXP#CLF,20241006,2
1687-2-0650102024-SXP#CLF,20241007,2
1687-2-0650102024-SXP#CLF,20241008,2
1687-2-0650102024-SXP#CLF,20241009,2
1687-2-0650102024-SXP#CLF,20241013,2
1687-2-0650102024-SXP#CLF,20241014,2
1687-2-0650102024-SXP#CLF,20241015,2
1687-2-0650102024-SXP#CLF,20241016,2
1687-2-0750112024-SXP#CLF,20241104,2
1687-2-0750112024-SXP#CLF,20241110,2
1687-2-0750112024-SXP#CLF,20241117,2
1687-2-0750112024-SXP#CLF,20241118,2
1687-2-0750112024-SXP#CLF,20241124,2
1687-2-0750112024-SXP#CLF,20241125,2
1687-2-0750122024-SXP#CLF,20241208,2
1687-2-0750122024-SXP#CLF,20241209,2
1687-2-0750122024-SXP#CLF,20241210,2
1687-2-0750122024-SXP#CLF,20241215,2
1687-2-0750122024-SXP#CLF,20241216,2
1687-2-0750122024-SXP#CLF,20241217,2
1687-3-0200092024-CLF#SXP,20240908,2
1687-3-0200092024-CLF#SXP,20240915,2
1687-3-0200092024-CLF#SXP,20240922,2
1687-3-0200102024-CLF#SXP,20241006,2
1687-3-0200102024-CLF#SXP,20241007,2
1687-3-0200102024-CLF#SXP,20241008,2
1687-3-0200102024-CLF#SXP,20241009,2
1687-3-0200102024-CLF#SXP,20241013,2
1687-3-0200102024-CLF#SXP,20241014,2
1687-3-0200102024-CLF#SXP,20241015,2
1687-3-0200102024-CLF#SXP,20241016,2
1687-3-0300112024-CLF#SXP,20241104,2
1687-3-0300112024-CLF#SXP,20241110,2
1687-3-0300112024-CLF#SXP,20241117,2
1687-3-0300112024-CLF#SXP,20241118,2
1687-3-0300112024-CLF#SXP,20241124,2
1687-3-0300112024-CLF#SXP,20241125,2
1687-3-0300122024-CLF#SXP,20241208,2
1687-3-0300122024-CLF#SXP,20241209,2
1687-3-0300122024-CLF#SXP,20241210,2
1687-3-0300122024-CLF#SXP,20241215,2
1687-3-0300122024-CLF#SXP,20241216,2
1687-3-0300122024-CLF#SXP,20241217,2
1689-1-0405102024-GBL#LAU,20241008,2
1689-1-0405102024-GBL#LAU,20241009,2
1689-1-0405102024-GBL#LAU,20241010,2
1689-1-0405102024-GBL#LAU,20241015,2
1689-1-0405102024-GBL#LAU,20241016,2
1689-1-0405102024-GBL#LAU,20241017,2
1689-1-0505012025-GBL#LAU,20250108,2
1689-1-0505012025-GBL#LAU,20250109,2
1689-1-0505122024-GBL#LAU,20241203,2
1689-1-0505122024-GBL#LAU,20241204,2
1689-1-0505122024-GBL#LAU,20241205,2
1689-1-0505122024-GBL#LAU,20241210,2
1689-1-0505122024-GBL#LAU,20241211,2
1689-1-0505122024-GBL#LAU,20241212,2
1689-1-0505122024-GBL#LAU,20241217,2
1689-1-0505122024-GBL#LAU,20241218,2
1689-1-0505122024-GBL#LAU,20241219,2
1689-2-1000102024-LAU#GBL,20241008,2
1689-2-1000102024-LAU#GBL,20241009,2
1689-2-1000102024-LAU#GBL,20241010,2
1689-2-1000102024-LAU#GBL,20241015,2
1689-2-1000102024-LAU#GBL,20241016,2
1689-2-1000102024-LAU#GBL,20241017,2
1689-2-1100012025-LAU#GBL,20250108,2
1689-2-1100012025-LAU#GBL,20250109,2
1689-2-1100122024-LAU#GBL,20241203,2
1689-2-1100122024-LAU#GBL,20241204,2
1689-2-1100122024-LAU#GBL,20241205,2
1689-2-1100122024-LAU#GBL,20241210,2
1689-2-1100122024-LAU#GBL,20241211,2
1689-2-1100122024-LAU#GBL,20241212,2
1689-2-1100122024-LAU#GBL,20241217,2
1689-2-1100122024-LAU#GBL,20241218,2
1689-2-1100122024-LAU#GBL,20241219,2
170-1-0610122024-PRA#GOH,20241203,2
170-1-0610122024-PRA#GOH,20241210,2
170-2-0825012025-GOH#PRA,20250108,2
170-2-0825122024-GOH#PRA,20241204,2
170-2-0825122024-GOH#PRA,20241211,2
1702-1-1130102024-PQB#BST,20241007,2
1702-1-1130102024-PQB#BST,20241008,2
1702-1-1130102024-PQB#BST,20241009,2
1702-1-1130102024-PQB#BST,20241014,2
1702-1-1130102024-PQB#BST,20241015,2
1702-1-1130102024-PQB#BST,20241016,2
1702-1-1230012025-PQB#BST,20250108,2
1702-1-1230112024-PQB#BST,20241104,2
1702-1-1230112024-PQB#BST,20241118,2
1702-1-1230112024-PQB#BST,20241125,2
1702-1-1230122024-PQB#BST,20241202,2
1702-1-1230122024-PQB#BST,20241203,2
1702-1-1230122024-PQB#BST,20241204,2
1702-1-1230122024-PQB#BST,20241209,2
1702-1-1230122024-PQB#BST,20241210,2
1702-1-1230122024-PQB#BST,20241211,2
1702-1-1230122024-PQB#BST,20241216,2
1702-1-1230122024-PQB#BST,20241217,2
1702-1-1230122024-PQB#BST,20241218,2
1702-2-0750082024-BST#PDS,20240810,2
1702-2-0750102024-BST#PQB,20241008,2
1702-2-0750102024-BST#PQB,20241009,2
1702-2-0750102024-BST#PQB,20241010,2
1702-2-0750102024-BST#PQB,20241015,2
1702-2-0750102024-BST#PQB,20241016,2
1702-2-0750102024-BST#PQB,20241017,2
1702-2-0850012025-BST#PQB,20250108,2
1702-2-0850012025-BST#PQB,20250109,2
1702-2-0850112024-BST#PQB,20241105,2
1702-2-0850112024-BST#PQB,20241119,2
1702-2-0850112024-BST#PQB,20241126,2
1702-2-0850122024-BST#PQB,20241203,2
1702-2-0850122024-BST#PQB,20241204,2
1702-2-0850122024-BST#PQB,20241205,2
1702-2-0850122024-BST#PQB,20241210,2
1702-2-0850122024-BST#PQB,20241211,2
1702-2-0850122024-BST#PQB,20241212,2
1702-2-0850122024-BST#PQB,20241217,2
1702-2-0850122024-BST#PQB,20241218,2
1702-2-0850122024-BST#PQB,20241219,2
1704-14-0835082024-LOR#PDS,20240810,2
1704-14-0835102024-LOR#PQB,20241007,2
1704-14-0835102024-LOR#PQB,20241008,2
1704-14-0835102024-LOR#PQB,20241009,2
1704-14-0835102024-LOR#PQB,20241014,2
1704-14-0835102024-LOR#PQB,20241015,2
1704-14-0835102024-LOR#PQB,20241016,2
1704-14-0935012025-LOR#PQB,20250108,2
1704-14-0935112024-LOR#PQB,20241104,2
1704-14-0935112024-LOR#PQB,20241118,2
1704-14-0935112024-LOR#PQB,20241125,2
1704-14-0935122024-LOR#PQB,20241202,2
1704-14-0935122024-LOR#PQB,20241203,2
1704-14-0935122024-LOR#PQB,20241204,2
1704-14-0935122024-LOR#PQB,20241209,2
1704-14-0935122024-LOR#PQB,20241210,2
1704-14-0935122024-LOR#PQB,20241211,2
1704-14-0935122024-LOR#PQB,20241216,2
1704-14-0935122024-LOR#PQB,20241217,2
1704-14-0935122024-LOR#PQB,20241218,2
1704-7-0600102024-PQB#LOR,20241008,2
1704-7-0600102024-PQB#LOR,20241009,2
1704-7-0600102024-PQB#LOR,20241010,2
1704-7-0600102024-PQB#LOR,20241015,2
1704-7-0600102024-PQB#LOR,20241016,2
1704-7-0600102024-PQB#LOR,20241017,2
1704-7-0700012025-PQB#LOR,20250108,2
1704-7-0700012025-PQB#LOR,20250109,2
1704-7-0700112024-PQB#LOR,20241105,2
1704-7-0700112024-PQB#LOR,20241119,2
1704-7-0700122024-PQB#LOR,20241203,2
1704-7-0700122024-PQB#LOR,20241204,2
1704-7-0700122024-PQB#LOR,20241205,2
1704-7-0700122024-PQB#LOR,20241210,2
1704-7-0700122024-PQB#LOR,20241211,2
1704-7-0700122024-PQB#LOR,20241212,2
1704-7-0700122024-PQB#LOR,20241217,2
1704-7-0700122024-PQB#LOR,20241218,2
1704-7-0700122024-PQB#LOR,20241219,2
1707-10-1210102024-OSU#AMY,20241008,2
1707-10-1210102024-OSU#AMY,20241009,2
1707-10-1210102024-OSU#AMY,20241015,2
1707-10-1210102024-OSU#AMY,20241016,2
1707-10-1310012025-OSU#AMY,20250108,2
1707-10-1310012025-OSU#AMY,20250109,2
1707-10-1310112024-OSU#AMY,20241104,2
1707-10-1310112024-OSU#AMY,20241118,2
1707-10-1310112024-OSU#AMY,20241125,2
1707-10-1310122024-OSU#AMY,20241203,2
1707-10-1310122024-OSU#AMY,20241204,2
1707-10-1310122024-OSU#AMY,20241205,2
1707-10-1310122024-OSU#AMY,20241210,2
1707-10-1310122024-OSU#AMY,20241211,2
1707-10-1310122024-OSU#AMY,20241212,2
1707-10-1310122024-OSU#AMY,20241217,2
1707-10-1310122024-OSU#AMY,20241218,2
1707-10-1310122024-OSU#AMY,20241219,2
1707-11-0720102024-AMY#OSU,20241009,2
1707-11-0720102024-AMY#OSU,20241010,2
1707-11-0720102024-AMY#OSU,20241016,2
