route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,001057,OCESN839863F3095754:2024-06-25T15:37:49Z,839863,1,15778,
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,001871,OCESN839863F3295704:2024-06-26T00:35:36Z,839863,1,15779,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001871,OCESN839864F2824917:2024-06-26T00:35:36Z,839864,0,15780,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001092,OCESN839864F3109214:2024-06-25T15:37:49Z,839864,0,15781,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000066,OCESN839865F2929181:2024-06-25T15:37:49Z,839865,1,15782,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001874,OCESN839865F2929182:2024-06-25T15:37:49Z,839865,1,15783,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001875,OCESN839865F3095760:2024-06-25T15:37:49Z,839865,1,15784,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000607,OCESN839865F3116149:2024-06-25T15:37:49Z,839865,1,15785,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000043,OCESN839865F3152007:2024-06-25T15:37:49Z,839865,1,15786,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001866,OCESN839866F1936499:2024-06-26T00:35:36Z,839866,0,15787,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001057,OCESN839866F3095763:2024-06-25T15:37:49Z,839866,0,15788,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000724,OCESN839866F3109215:2024-06-25T15:37:49Z,839866,0,15789,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000076,OCESN839866F3135861:2024-06-25T15:37:49Z,839866,0,15790,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001092,OCESN839867F2879919:2024-06-25T15:37:49Z,839867,1,15791,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001871,OCESN839867F3110341:2024-06-26T00:35:36Z,839867,1,15792,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001876,OCESN839868F2929185:2024-06-26T00:35:36Z,839868,0,15793,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001877,OCESN839868F3087668:2024-06-25T15:37:49Z,839868,0,15794,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001878,OCESN839868F3095766:2024-06-25T15:37:49Z,839868,0,15795,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000341,OCESN839868F3135862:2024-06-25T15:37:49Z,839868,0,15796,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001871,OCESN839869F2824726:2024-06-26T00:35:36Z,839869,1,15797,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,001057,OCESN839869F3095769:2024-06-25T15:37:49Z,839869,1,15798,
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,000724,OCESN839869F3095770:2024-06-25T15:37:49Z,839869,1,15799,
FR:Line::2acbf285-f9e6-442b-8420-463ba2439983:,001096,OCESN839871F3095771:2024-06-25T15:37:49Z,839871,1,15800,
FR:Line::2acbf285-f9e6-442b-8420-463ba2439983:,001870,OCESN839871F3303062:2024-06-25T15:37:49Z,839871,1,15801,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,000066,OCESN839872F2722447:2024-06-26T00:35:36Z,839872,1,15802,
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,001879,OCESN839872F2810869:2024-06-26T00:35:36Z,839872,1,15803,
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,001800,OCESN839873F3087787:2024-06-25T15:37:49Z,839873,1,15804,
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,000066,OCESN839873F3295705:2024-06-25T15:37:49Z,839873,1,15805,
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,001879,OCESN839873F3295706:2024-06-25T15:37:49Z,839873,1,15806,
FR:Line::2acbf285-f9e6-442b-8420-463ba2439983:,001092,OCESN839875F3110442:2024-06-25T15:37:49Z,839875,1,15807,
FR:Line::2acbf285-f9e6-442b-8420-463ba2439983:,001871,OCESN839875F3303887:2024-06-26T00:35:36Z,839875,1,15808,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000004,OCESN839900F3166905:2024-06-26T00:35:36Z,839900,0,15809,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000004,OCESN839901F3166907:2024-06-26T00:35:36Z,839901,1,15810,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839902F3305405:2024-06-26T00:35:36Z,839902,0,15811,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000039,OCESN839903F3257772:2024-06-25T15:37:49Z,839903,1,15812,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000039,OCESN839904F3257437:2024-06-25T15:37:49Z,839904,0,15813,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839905F3304749:2024-06-26T00:35:36Z,839905,1,15814,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839906F3304748:2024-06-26T00:35:36Z,839906,0,15815,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000714,OCESN839907F3306348:2024-06-26T00:35:36Z,839907,1,15816,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000714,OCESN839908F3307438:2024-06-26T00:35:36Z,839908,0,15817,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839910F3304747:2024-06-26T00:35:36Z,839910,0,15818,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000579,OCESN839911F3306933:2024-06-26T00:35:36Z,839911,1,15819,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000714,OCESN839912F3304746:2024-06-26T00:35:36Z,839912,0,15820,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839913F3304745:2024-06-26T00:35:36Z,839913,1,15821,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000009,OCESN839914F3304744:2024-06-26T00:35:36Z,839914,0,15822,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000714,OCESN839915F3287579:2024-06-26T00:35:36Z,839915,1,15823,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000066,OCESN839916F3166921:2024-06-25T15:37:49Z,839916,0,15824,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,001880,OCESN839916F3299021:2024-06-25T15:37:49Z,839916,0,15825,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,001881,OCESN839916F3334345:2024-06-25T15:37:49Z,839916,0,15826,
FR:Line::F5BCEFBC-8297-4542-9B8C-14358B248111:,000000,OCESN839917F3299022:2024-06-26T00:35:36Z,839917,1,15827,
